wind_speed_max,wind_speed_mean,wind_direction_mean,air_temp,barometric_pressure,depth,water_temperature,specific_conductivity,pH,turbidity,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen,chlorophylla,phycocyanin,flourescent_dissolved_organic_matter,log_phyco,sqrt_phyco,sqrt_turb,sqrt_DOsat,sqrt_DO,sqrt_chlorophyll
8.7,6.903,91,18.01,1014.884,1.101,22.18,328.2,8.35,7.766,101.2,8.81,0.786,0.101,1.306,0.096218858,0.317804972,2.786754385,10.05982107,2.968164416,0.88656641
9.55,7.415,90,17.7,1014.235,1.097,22.16,327.4,8.34,7.636,101.4,8.83,0.86,0.092,1.248,0.088010877,0.303315018,2.763331323,10.0697567,2.971531592,0.92736185
9.8,7.722,94.6,17.75,1014.461,1.09,22.16,327.5,8.34,7.664,101.4,8.83,0.873,0.098,1.258,0.093490343,0.313049517,2.768393036,10.0697567,2.971531592,0.93434469
10.05,8.25,91.7,17.49,1014.418,1.088,22.17,327.6,8.35,7.76,101.4,8.83,0.913,0.102,1.272,0.097126711,0.319374388,2.785677655,10.0697567,2.971531592,0.955510335
11,8.57,91,17.65,1014.419,1.09,22.16,327.8,8.35,7.857,101.5,8.84,0.937,0.114,1.292,0.107957142,0.33763886,2.80303407,10.07472084,2.973213749,0.967987603
10.85,8.64,87.9,17.55,1014.137,1.087,22.16,327.8,8.35,8.37,101.4,8.83,0.909,0.105,1.286,0.099845335,0.324037035,2.893095228,10.0697567,2.971531592,0.953414915
11.2,8.82,86.2,17.46,1014.026,1.082,22.15,327.6,8.35,9.13,101.2,8.82,0.904,0.124,1.285,0.116893751,0.352136337,3.021588986,10.05982107,2.969848481,0.950789146
10.7,8.46,91.4,17.48,1014.272,1.082,22.14,327.5,8.35,9.93,101.2,8.82,0.882,0.102,1.255,0.097126711,0.319374388,3.151190251,10.05982107,2.969848481,0.939148551
11.1,8.59,91.6,17.59,1014.4,1.083,22.13,327.4,8.34,11.54,101,8.8,0.932,0.089,1.233,0.085259844,0.298328678,3.39705755,10.04987562,2.966479395,0.965401471
10.9,8.76,91.5,17.46,1014.351,1.089,22.11,327.4,8.34,11.81,101,8.8,0.856,0.111,1.23,0.105260511,0.333166625,3.436568055,10.04987562,2.966479395,0.92520268
11.2,8.45,96.3,17.44,1014.4,1.088,22.1,327.3,8.34,11.88,101,8.81,0.88,0.088,1.232,0.084341148,0.296647939,3.446737588,10.04987562,2.968164416,0.938083152
11.05,8.11,90.1,17.44,1014.057,1.087,22.04,328.1,8.35,16.3,100.9,8.81,1.126,0.122,1.246,0.115112807,0.349284984,4.037325848,10.0448992,2.968164416,1.061131472
10.3,7.864,98,17.48,1014.157,1.083,22.03,328.2,8.35,15.91,100.9,8.81,1.281,0.135,1.256,0.126632651,0.367423461,3.988734135,10.0448992,2.968164416,1.131812705
10.85,8.12,100.4,17.46,1014.048,1.09,22.02,328.2,8.36,16.73,101,8.82,1.617,0.142,1.251,0.132781111,0.376828874,4.090232267,10.04987562,2.969848481,1.271613149
10.35,7.904,99,17.53,1014.427,1.091,22.03,328.3,8.36,18.76,101.1,8.83,1.239,0.148,1.235,0.138021298,0.384707681,4.331281566,10.05484958,2.971531592,1.113103769
9.95,7.202,102.7,17.65,1014.646,1.09,22.02,328.5,8.37,17.29,101.3,8.85,1.325,0.163,1.298,0.151002874,0.403732585,4.158124577,10.06479011,2.974894956,1.151086443
9.15,7.172,105.9,17.84,1014.532,1.092,22.01,328.6,8.37,16.95,101.2,8.83,1.348,0.149,1.293,0.138891999,0.386005181,4.11703777,10.05982107,2.971531592,1.161034022
9.05,7.06,109.1,17.95,1014.379,1.097,22.01,328.9,8.37,17.04,101.2,8.84,1.339,0.174,1.324,0.160416721,0.417133072,4.127953488,10.05982107,2.973213749,1.157151675
9.2,7.437,106,17.91,1013.73,1.087,22.01,329.1,8.38,16.77,101.2,8.84,1.31,0.165,1.36,0.152721087,0.40620192,4.095119046,10.05982107,2.973213749,1.144552314
7,5.536,109.4,18.31,1012.099,1.069,21.68,316.3,8.37,14.68,97.2,8.54,0.848,0.083,0.764,0.079734968,0.288097206,3.831448812,9.859006035,2.922327839,0.920869155
6.65,5.171,108.4,18.45,1012.226,1.07,21.7,316.8,8.38,13.71,97.3,8.55,0.823,0.09,0.797,0.086177696,0.3,3.702701716,9.864076237,2.924038303,0.907193474
6.45,5.189,95.8,18.55,1012.037,1.07,21.71,317.6,8.38,13.82,97.2,8.54,0.799,0.089,0.843,0.085259844,0.298328678,3.717526059,9.859006035,2.922327839,0.893867999
6.6,5.274,95.1,18.52,1011.926,1.07,21.73,318.8,8.38,12.71,97.2,8.54,0.759,0.073,0.911,0.070458464,0.270185122,3.565108694,9.859006035,2.922327839,0.871206061
7.4,5.701,93,18.43,1011.738,1.07,21.74,320.1,8.38,12.41,97.2,8.53,0.744,0.079,0.986,0.076034686,0.281069386,3.522782991,9.859006035,2.920616373,0.862554346
7.25,5.999,98.1,18.37,1011.532,1.07,21.74,320.7,8.37,12.38,97,8.52,0.802,0.077,1.022,0.074179398,0.277488739,3.518522417,9.848857802,2.918903904,0.895544527
7.65,6.122,102.4,18.35,1011.352,1.068,21.75,321,8.37,12.46,96.9,8.51,0.76,0.078,1.062,0.075107472,0.279284801,3.529872519,9.843779762,2.917190429,0.871779789
7.9,6.379,106.3,18.31,1011.282,1.061,21.75,321.3,8.36,12.68,96.7,8.49,0.748,0.091,1.073,0.087094707,0.301662063,3.560898763,9.833615815,2.913760457,0.864869932
7.15,5.846,109.9,18.33,1011.373,1.063,21.76,322.4,8.36,12.51,96.5,8.47,0.788,0.069,1.13,0.066723632,0.262678511,3.536947837,9.823441352,2.910326442,0.887693641
7.15,5.737,113.2,18.38,1011.384,1.069,21.76,322.6,8.35,12.74,96.4,8.46,0.785,0.054,1.143,0.05259245,0.232379001,3.56931366,9.818350167,2.908607914,0.886002257
6.8,5.709,106.9,18.43,1011.269,1.069,21.76,322.7,8.35,13.11,96.2,8.44,0.761,0.063,1.149,0.061095099,0.250998008,3.620773398,9.808159868,2.905167809,0.87235314
6.85,5.479,109.5,18.53,1011.253,1.067,21.76,323.5,8.34,13.04,95.9,8.42,0.726,0.072,1.18,0.069526063,0.268328157,3.611094017,9.792854538,2.901723626,0.852056336
6.95,5.251,111.9,18.54,1011.28,1.062,21.77,324.5,8.34,13.24,95.8,8.41,0.695,0.075,1.215,0.072320662,0.273861279,3.63868108,9.787747443,2.9,0.8336666
6.65,5.119,113.7,18.64,1011.232,1.067,21.77,325,8.34,13.38,95.6,8.39,0.639,0.058,1.241,0.056380333,0.240831892,3.657868232,9.777525249,2.896549672,0.799374756
6.55,5.401,110.7,18.72,1011.14,1.06,21.78,325.6,8.33,13.76,95.4,8.37,0.679,0.064,1.268,0.062035391,0.252982213,3.709447398,9.767292358,2.893095228,0.824014563
6.4,4.972,105.3,18.76,1011.126,1.06,21.78,325.7,8.33,14.12,95.2,8.36,0.687,0.074,1.263,0.071389996,0.27202941,3.757658846,9.757048734,2.891366459,0.828854631
6.35,4.502,110.1,18.84,1011.174,1.062,21.78,325.6,8.33,13.29,95.2,8.36,0.654,0.058,1.274,0.056380333,0.240831892,3.645545227,9.757048734,2.891366459,0.808702665
5.3,4.047,114,18.92,1011.633,1.07,21.77,325.4,8.32,12.75,95.2,8.36,0.63,0.046,1.292,0.044973366,0.214476106,3.570714214,9.757048734,2.891366459,0.793725393
5.6,4.188,118.8,18.94,1011.628,1.07,21.77,325.4,8.33,12.81,95.1,8.35,0.653,0.054,1.281,0.05259245,0.232379001,3.579106034,9.751922887,2.889636655,0.808084154
4.15,3.022,159.9,20.1,1009.63,1.042,21.87,324.9,8.34,9.87,96.2,8.43,0.613,0.041,1.249,0.04018179,0.202484567,3.141655614,9.808159868,2.903446228,0.782943165
3.4,2.28,155.6,21.01,1009.63,1.048,21.95,325.7,8.34,9.66,96.5,8.44,0.616,0.036,1.262,0.035367144,0.18973666,3.108054054,9.823441352,2.905167809,0.784856675
4.1,2.566,125.5,21.69,1009.401,1.043,22.02,326.8,8.35,9.59,96.8,8.45,0.681,0.062,1.321,0.060153923,0.248997992,3.096772513,9.838699101,2.906888371,0.825227241
5.4,3.688,108.7,21.33,1009.223,1.05,22.04,327.3,8.35,9.62,97.1,8.48,0.716,0.075,1.32,0.072320662,0.273861279,3.101612484,9.853933225,2.912043956,0.846167832
5.05,3.817,108.5,21.11,1009.356,1.05,22.06,327,8.35,9.57,97.2,8.48,0.694,0.065,1.314,0.062974799,0.254950976,3.09354166,9.859006035,2.912043956,0.833066624
5.65,4.826,102.2,20.56,1009.269,1.05,22.15,328,8.36,9.24,97.8,8.51,0.689,0.07,1.338,0.067658648,0.264575131,3.039736831,9.889388252,2.917190429,0.830060239
6.5,4.881,111.6,20.04,1009.373,1.05,22.24,328.8,8.36,9.22,98.3,8.54,0.69,0.044,1.366,0.043059489,0.20976177,3.03644529,9.914635646,2.922327839,0.830662386
6.8,5.234,111,19.81,1009.283,1.048,22.32,329.8,8.37,9.36,98.8,8.58,0.722,0.077,1.407,0.074179398,0.277488739,3.059411708,9.939818912,2.929163703,0.849705831
6.9,5.864,107.7,19.94,1008.926,1.043,22.3,330.1,8.36,9.41,98.9,8.59,0.74,0.071,1.446,0.068592791,0.266458252,3.06757233,9.944847912,2.930870178,0.860232527
6.75,5.687,103,19.99,1008.864,1.047,22.29,330.3,8.37,9.53,99.1,8.61,0.758,0.068,1.462,0.065787741,0.260768096,3.087069808,9.954898292,2.93428015,0.870631954
6.5,5.416,101.8,20,1008.759,1.043,22.21,329.4,8.37,9.32,98.7,8.59,0.74,0.085,1.431,0.081579987,0.291547595,3.052867504,9.934787366,2.930870178,0.860232527
6.9,5.947,103.6,20.32,1008.542,1.048,22.18,328.9,8.36,9.16,98.8,8.6,0.742,0.103,1.41,0.09803374,0.320936131,3.02654919,9.939818912,2.93257566,0.861394219
6.75,5.836,103.8,20.64,1008.12,1.041,22.17,328.4,8.37,9.15,99,8.62,0.749,0.108,1.39,0.102556588,0.328633535,3.024896692,9.949874371,2.935983651,0.865447861
6.85,5.718,99.8,20.84,1007.78,1.04,22.18,328,8.37,9.01,99.1,8.62,0.758,0.099,1.375,0.094400675,0.314642654,3.001666204,9.954898292,2.935983651,0.870631954
7.3,5.819,93.6,21.07,1007.701,1.039,22.21,328.2,8.38,8.83,99.4,8.65,0.74,0.074,1.376,0.071389996,0.27202941,2.971531592,9.969954864,2.941088234,0.860232527
6.65,5.699,82.3,21.14,1007.622,1.038,22.27,328.5,8.38,8.85,99.8,8.67,0.767,0.091,1.362,0.087094707,0.301662063,2.974894956,9.989994995,2.944486373,0.875785362
6.6,5.246,76.71,21.18,1007.752,1.033,22.33,328.8,8.39,8.86,100,8.68,0.735,0.093,1.354,0.088926209,0.304959014,2.976575213,10,2.946183973,0.85732141
6.15,5.134,73.96,21.24,1007.638,1.039,22.32,328.7,8.39,8.87,100.1,8.69,0.804,0.079,1.351,0.076034686,0.281069386,2.978254522,10.00499875,2.947880595,0.896660471
6,5.042,82.2,21.25,1007.541,1.037,22.39,328.9,8.39,8.82,100.3,8.7,0.756,0.102,1.347,0.097126711,0.319374388,2.969848481,10.01498877,2.949576241,0.869482605
6,4.742,74.49,21.39,1007.366,1.03,22.42,328.9,8.4,8.77,100.7,8.73,0.743,0.072,1.366,0.069526063,0.268328157,2.961418579,10.03493896,2.954657341,0.861974478
5.7,4.67,71.22,21.67,1007.178,1.03,22.5,329,8.4,8.44,101.1,8.75,0.697,0.066,1.346,0.063913326,0.256904652,2.905167809,10.05484958,2.958039892,0.834865259
6.2,5.194,70.65,21.58,1006.87,1.03,22.62,329.4,8.42,8.04,101.7,8.78,0.732,0.077,1.376,0.074179398,0.277488739,2.835489376,10.08464179,2.963106478,0.855569985
6.55,5.376,61.67,21.39,1006.718,1.029,22.67,329.9,8.43,7.685,101.8,8.78,0.761,0.092,1.429,0.088010877,0.303315018,2.772183255,10.0895986,2.963106478,0.87235314
6.45,5.357,70.77,21.24,1006.614,1.027,22.7,330,8.43,7.565,101.9,8.78,0.706,0.071,1.465,0.068592791,0.266458252,2.750454508,10.09455299,2.963106478,0.840238062
6,4.906,75.43,21.37,1006.852,1.022,22.72,330.2,8.43,7.476,101.7,8.76,0.704,0.073,1.481,0.070458464,0.270185122,2.734227496,10.08464179,2.959729717,0.839047079
5.8,4.848,76.73,21.68,1006.938,1.027,22.7,330.2,8.43,7.539,101.7,8.77,0.771,0.068,1.512,0.065787741,0.260768096,2.745723948,10.08464179,2.961418579,0.878066057
6.25,4.838,85.7,21.86,1006.873,1.022,22.7,330.3,8.43,7.37,101.6,8.76,0.712,0.077,1.566,0.074179398,0.277488739,2.714774392,10.07968253,2.959729717,0.843800924
6.65,5.182,92.3,21.92,1007.052,1.027,22.71,330.4,8.42,7.32,101.5,8.74,0.706,0.064,1.58,0.062035391,0.252982213,2.705549852,10.07472084,2.9563491,0.840238062
6.3,5.311,93.3,21.72,1007.004,1.021,22.69,330.6,8.42,7.245,101.2,8.73,0.725,0.063,1.587,0.061095099,0.250998008,2.691653767,10.05982107,2.954657341,0.851469318
6.4,5.015,87.1,21.72,1006.687,1.021,22.66,330.6,8.41,7.146,101.1,8.72,0.731,0.063,1.591,0.061095099,0.250998008,2.673200329,10.05484958,2.952964612,0.85498538
6.55,5.453,96.1,21.66,1007.122,1.023,22.64,330.7,8.41,7.125,101,8.72,0.716,0.076,1.627,0.073250462,0.275680975,2.669269563,10.04987562,2.952964612,0.846167832
6.45,5.345,103,21.34,1007.133,1.03,22.6,330.7,8.41,7.032,100.9,8.71,0.765,0.058,1.642,0.056380333,0.240831892,2.651791847,10.0448992,2.951270913,0.874642784
6.05,4.989,109,20.62,1006.98,1.03,22.57,330.6,8.41,7.181,101,8.72,0.741,0.057,1.636,0.055434707,0.238746728,2.679738793,10.04987562,2.952964612,0.860813569
6.3,5.149,108.9,20.43,1006.91,1.029,22.52,330.4,8.41,7.205,101,8.73,0.727,0.048,1.619,0.046883586,0.219089023,2.684213106,10.04987562,2.954657341,0.85264295
6.35,5.175,112.9,20.17,1006.983,1.03,22.5,330.4,8.41,7.095,100.9,8.73,0.769,0.046,1.624,0.044973366,0.214476106,2.66364412,10.0448992,2.954657341,0.876926451
6.05,4.953,112.6,19.88,1007.163,1.03,22.5,330.7,8.42,6.841,100.9,8.73,0.872,0.056,1.678,0.054488185,0.236643191,2.615530539,10.0448992,2.954657341,0.933809402
6.6,5.477,103.9,19.75,1007.254,1.03,22.47,330.6,8.41,6.881,100.9,8.73,0.826,0.045,1.675,0.044016885,0.212132034,2.623166026,10.0448992,2.954657341,0.908845421
6.8,5.308,103.7,19.51,1007.194,1.03,22.45,330.7,8.41,6.853,100.8,8.73,0.832,0.051,1.673,0.049742092,0.225831796,2.617823523,10.03992032,2.954657341,0.91214034
6.6,5.326,108.6,19.17,1007.233,1.029,22.44,330.6,8.42,6.815,100.7,8.72,0.841,0.048,1.664,0.046883586,0.219089023,2.610555496,10.03493896,2.952964612,0.917060521
7.3,5.787,112.9,18.92,1007.124,1.028,22.41,330.6,8.41,6.722,100.5,8.71,0.901,0.054,1.671,0.05259245,0.232379001,2.592682009,10.02496883,2.951270913,0.949210198
7.4,6.15,111.9,18.8,1006.943,1.027,22.38,330.6,8.41,6.582,100.2,8.69,0.89,0.065,1.677,0.062974799,0.254950976,2.565540879,10.009995,2.947880595,0.943398113
8.05,6.339,106.3,18.61,1006.997,1.022,22.35,330.6,8.41,6.509,100,8.68,0.951,0.065,1.669,0.062974799,0.254950976,2.551274191,10,2.946183973,0.975192289
7.8,6.109,101.2,18.36,1007.102,1.027,22.33,330.6,8.41,6.342,100,8.68,0.87,0.068,1.697,0.065787741,0.260768096,2.518332782,10,2.946183973,0.932737905
7.6,6.026,100.7,18.24,1007.17,1.021,22.3,330.4,8.4,6.192,99.8,8.67,0.856,0.066,1.65,0.063913326,0.256904652,2.488372962,9.989994995,2.944486373,0.92520268
7.4,5.917,95.7,18.2,1007.238,1.02,22.29,330.2,8.4,6.135,99.8,8.67,0.922,0.065,1.652,0.062974799,0.254950976,2.476893215,9.989994995,2.944486373,0.960208311
7.45,5.939,94.4,18.07,1007.262,1.02,22.27,330.1,8.41,6.217,99.8,8.67,0.894,0.075,1.637,0.072320662,0.273861279,2.493391265,9.989994995,2.944486373,0.945515732
7.5,5.764,96.6,17.95,1007.116,1.02,22.23,329.9,8.4,5.984,99.6,8.66,0.887,0.07,1.618,0.067658648,0.264575131,2.446221576,9.97997996,2.942787794,0.941806774
7.25,4.929,94.4,17.95,1007.014,1.02,22.21,329.8,8.4,5.946,99.5,8.66,0.906,0.053,1.62,0.051643233,0.230217289,2.438442126,9.974968672,2.942787794,0.951840323
6.6,4.558,92.9,17.94,1007.108,1.02,22.2,329.7,8.4,5.75,99.4,8.66,0.871,0.057,1.608,0.055434707,0.238746728,2.397915762,9.969954864,2.942787794,0.933273808
5.6,4.547,99,18.04,1007.212,1.021,22.18,329.7,8.4,5.753,99.3,8.65,0.893,0.062,1.616,0.060153923,0.248997992,2.398541223,9.964938535,2.941088234,0.944986772
5.6,4.202,97,18.07,1007.25,1.023,22.17,329.6,8.4,5.728,99.2,8.64,0.859,0.068,1.62,0.065787741,0.260768096,2.393324048,9.959919678,2.939387691,0.926822529
5.35,4.09,95,18.12,1007.244,1.029,22.16,329.5,8.39,5.56,99,8.62,0.873,0.07,1.611,0.067658648,0.264575131,2.357965225,9.949874371,2.935983651,0.93434469
5.85,4.35,92.9,18.07,1006.933,1.027,22.14,329.4,8.4,5.608,99.1,8.63,0.859,0.071,1.601,0.068592791,0.266458252,2.368121618,9.954898292,2.937686164,0.926822529
6,4.198,88.4,18.08,1006.73,1.02,22.14,329.4,8.4,5.668,99,8.62,0.827,0.072,1.592,0.069526063,0.268328157,2.380756182,9.949874371,2.935983651,0.909395404
6.45,4.559,88.3,17.98,1006.587,1.02,22.13,329.2,8.39,5.554,99,8.62,0.851,0.071,1.587,0.068592791,0.266458252,2.356692598,9.949874371,2.935983651,0.922496612
5.55,4.375,91.5,17.97,1006.439,1.02,22.12,329,8.4,5.425,99,8.63,0.878,0.047,1.573,0.045928932,0.216794834,2.32916294,9.949874371,2.937686164,0.937016542
5.8,4.236,83.4,17.99,1006.574,1.02,22.1,328.9,8.39,5.3,99,8.64,0.909,0.065,1.562,0.062974799,0.254950976,2.302172887,9.949874371,2.939387691,0.953414915
8.9,6.471,122.4,18.02,1004.678,1.008,22.07,328.6,8.38,5.258,98.3,8.58,0.861,0.059,1.543,0.057325067,0.242899156,2.293032926,9.914635646,2.929163703,0.927900857
9.35,7.318,112.7,17.96,1003.949,1,22.07,328.5,8.38,5.34,98.2,8.57,0.955,0.06,1.544,0.058268908,0.244948974,2.310844002,9.909591313,2.927456234,0.977241014
6.05,3.996,98.8,18.3,1004.979,1.003,22.06,328.4,8.38,5.335,98.1,8.56,1.047,0.083,1.55,0.079734968,0.288097206,2.309761892,9.904544412,2.925747768,1.023230179
5.45,3.719,130.1,18.54,1005.349,1.007,22.05,328.1,8.38,5.533,98,8.55,0.863,0.074,1.52,0.071389996,0.27202941,2.352232982,9.899494937,2.924038303,0.928977933
5.55,4.273,143.3,18.8,1004.934,1.003,22.04,327.8,8.38,5.211,98.1,8.56,0.917,0.085,1.483,0.081579987,0.291547595,2.282761486,9.904544412,2.925747768,0.95760117
5.4,3.559,189.2,19.22,1005.452,1.01,22.04,327.6,8.37,5.282,98,8.56,0.959,0.064,1.479,0.062035391,0.252982213,2.298260212,9.899494937,2.925747768,0.979285454
9.85,4.184,297.6,19.25,1005.33,1.009,22.03,327.5,8.38,5.23,98,8.56,0.925,0.078,1.497,0.075107472,0.279284801,2.286919325,9.899494937,2.925747768,0.961769203
10,7.048,22.06,18.06,1005.233,1.01,22.02,327.2,8.38,5.218,97.9,8.55,0.903,0.075,1.486,0.072320662,0.273861279,2.284294202,9.894442885,2.924038303,0.950263121
8.45,6.29,38.64,17.74,1004.932,1.01,22.01,327,8.37,5.046,98,8.56,0.894,0.078,1.481,0.075107472,0.279284801,2.246330341,9.899494937,2.925747768,0.945515732
5.8,4.178,52.38,18.05,1004.627,1.007,21.99,327,8.37,5.009,97.9,8.56,0.861,0.075,1.476,0.072320662,0.273861279,2.238079534,9.894442885,2.925747768,0.927900857
4.4,2.902,61.79,18.49,1004.527,1,22,326.7,8.38,5.209,97.8,8.54,0.833,0.054,1.453,0.05259245,0.232379001,2.282323378,9.889388252,2.922327839,0.912688337
4.4,3.141,89,18.76,1004.424,1,21.99,326.2,8.37,5.095,97.7,8.54,0.817,0.065,1.427,0.062974799,0.254950976,2.257210668,9.884331035,2.922327839,0.903880523
6.35,4.686,103.4,18.68,1004.496,1,21.99,326,8.37,5.171,97.7,8.53,0.771,0.056,1.399,0.054488185,0.236643191,2.273983289,9.884331035,2.920616373,0.878066057
6.2,5.077,114.9,18.5,1004.588,1,21.98,326,8.37,5.375,97.3,8.51,0.793,0.066,1.411,0.063913326,0.256904652,2.318404624,9.864076237,2.917190429,0.890505474
6.9,5.072,117.4,18.59,1004.517,0.999,21.97,325.9,8.36,5.44,97.2,8.5,0.831,0.063,1.4,0.061095099,0.250998008,2.332380758,9.859006035,2.915475947,0.911592014
5.65,4.316,144.2,18.87,1004.634,1,21.96,326,8.36,5.317,97.2,8.51,0.862,0.068,1.437,0.065787741,0.260768096,2.305862095,9.859006035,2.917190429,0.928439551
5.2,3.913,178.8,19.35,1004.511,1,21.96,326.2,8.36,5.433,97.2,8.5,0.776,0.049,1.428,0.047837329,0.221359436,2.330879662,9.859006035,2.915475947,0.880908622
7.15,4.739,218.8,19.76,1004.104,1,21.96,325.6,8.37,5.071,97.7,8.54,0.835,0.05,1.393,0.048790164,0.223606798,2.251888097,9.884331035,2.922327839,0.913783344
7.3,6.098,233.1,20.16,1004.024,1,21.97,325.2,8.37,4.926,98,8.57,0.891,0.074,1.342,0.071389996,0.27202941,2.219459394,9.899494937,2.927456234,0.943927963
6.85,5.256,232.6,20.35,1004.139,1,21.97,325,8.37,4.949,98.3,8.59,0.913,0.062,1.334,0.060153923,0.248997992,2.224634801,9.914635646,2.930870178,0.955510335
7.25,5.429,250.7,20.44,1004.226,1,21.98,324.8,8.38,4.839,98.6,8.61,0.794,0.065,1.307,0.062974799,0.254950976,2.199772716,9.92975327,2.93428015,0.891066776
7.85,5.509,266.7,20.74,1004.394,1,21.99,324.7,8.38,4.822,98.8,8.64,0.861,0.077,1.288,0.074179398,0.277488739,2.19590528,9.939818912,2.939387691,0.927900857
7.6,6.137,275.9,20.74,1004.427,0.999,22,324.4,8.38,4.762,99,8.65,0.891,0.099,1.278,0.094400675,0.314642654,2.182200724,9.949874371,2.941088234,0.943927963
7.9,6.224,281.4,21.21,1004.449,1,22.01,324.2,8.39,4.876,99,8.65,0.877,0.094,1.256,0.089840704,0.306594194,2.20816666,9.949874371,2.941088234,0.936482781
7.85,6.331,285.3,21.27,1004.538,1,22.02,323.8,8.38,5,99.1,8.65,0.901,0.068,1.209,0.065787741,0.260768096,2.236067977,9.954898292,2.941088234,0.949210198
10.9,8.23,292.5,21.96,1004.2,1,22.14,323.4,8.37,5.009,100.8,8.78,0.928,0.093,1.07,0.088926209,0.304959014,2.238079534,10.03992032,2.963106478,0.963327566
10.75,7.644,294,21.91,1004.563,1,22.17,323.2,8.37,5.023,101.1,8.81,0.874,0.082,1.05,0.07881118,0.286356421,2.241205033,10.05484958,2.968164416,0.934879671
10.3,6.882,289,22.09,1004.606,1,22.19,322.9,8.38,4.828,101.4,8.83,0.721,0.073,1.03,0.070458464,0.270185122,2.197271035,10.0697567,2.971531592,0.849117189
11.4,7.721,289,21.91,1004.65,1,22.18,322.6,8.38,4.78,101.6,8.84,0.798,0.073,1.015,0.070458464,0.270185122,2.186321111,10.07968253,2.973213749,0.893308457
8.8,6.675,288.1,22.34,1004.59,1,22.18,322.3,8.38,4.751,101.9,8.87,0.84,0.06,0.998,0.058268908,0.244948974,2.179678875,10.09455299,2.978254522,0.916515139
9.85,6.129,281.2,22.75,1004.385,1,22.22,321.8,8.39,4.455,102.8,8.95,0.772,0.053,0.974,0.051643233,0.230217289,2.110687092,10.13903348,2.99165506,0.878635305
8.65,6.931,274,22.51,1004.431,1,22.26,321.4,8.41,4.36,104.1,9.04,0.875,0.083,0.941,0.079734968,0.288097206,2.088061302,10.20294075,3.006659276,0.935414347
9.35,6.886,273.6,22.69,1004.418,1,22.28,320.9,8.42,4.266,105,9.12,0.864,0.073,0.886,0.070458464,0.270185122,2.065429737,10.24695077,3.019933774,0.929516003
10.9,8.03,295.1,22.68,1004.189,1,22.33,320,8.41,4.186,105.1,9.12,0.782,0.07,0.804,0.067658648,0.264575131,2.045971652,10.25182911,3.019933774,0.884307639
9.2,7.423,295.8,22.52,1003.988,0.999,22.37,318.6,8.39,3.998,104.2,9.04,0.688,0.061,0.69,0.05921186,0.246981781,1.999499937,10.20784012,3.006659276,0.829457654
9.35,7.173,291.6,22.48,1003.971,0.999,22.32,317.2,8.37,3.866,102.7,8.92,0.786,0.033,0.622,0.03246719,0.181659021,1.966214637,10.13410085,2.986636905,0.88656641
10.35,7.82,295.4,22.31,1004.178,1,22.32,316.4,8.35,3.75,102.2,8.87,0.721,0.031,0.575,0.030529205,0.176068169,1.936491673,10.10940156,2.978254522,0.849117189
10.7,7.601,297.1,22.56,1004.247,1,22.34,315.7,8.35,3.738,102.1,8.86,0.666,0.027,0.523,0.026641931,0.164316767,1.933390804,10.10445446,2.976575213,0.816088231
12.35,8.96,311.8,21.84,1003.984,1,22.35,315.4,8.35,3.486,101.9,8.84,0.57,0.019,0.496,0.018821754,0.137840488,1.867083287,10.09455299,2.973213749,0.754983444
12.6,8.7,301.7,21.32,1004.451,1,22.3,314.9,8.34,3.483,101.4,8.8,0.579,0.012,0.494,0.011928571,0.109544512,1.866279722,10.0697567,2.966479395,0.760920495
13.85,9.49,310.8,21.37,1004.488,0.997,22.3,314.3,8.34,3.372,101.3,8.8,0.541,0.023,0.455,0.022739487,0.151657509,1.836300629,10.06479011,2.966479395,0.735527022
13.3,10.41,319.5,20.48,1004.722,0.993,22.29,313.4,8.33,3.235,100.9,8.77,0.531,0.006,0.426,0.005982072,0.077459667,1.798610575,10.0448992,2.961418579,0.728697468
13.4,10.13,318.9,20.57,1005.509,1,22.3,311.5,8.33,3.048,101.2,8.79,0.492,0,0.298,0,0,1.745852227,10.05982107,2.964793416,0.701427117
8.75,6.529,347.6,18.25,1008.36,1.033,22.99,302.9,8.51,2.884,105.8,9.07,0.884,0.158,0.166,0.146694379,0.397492138,1.698234377,10.2859127,3.011644069,0.940212742
7.75,6.41,340.1,18.58,1008.294,1.038,24.73,320.9,8.69,4.736,113.9,9.45,2.03,0.56,1.113,0.444685821,0.748331477,2.176235281,10.6723943,3.07408523,1.424780685
8.65,6.809,344.5,18.62,1008.48,1.033,24.79,321.5,8.67,4.825,113.5,9.41,2.097,0.582,1.153,0.458689869,0.762889245,2.196588264,10.65363788,3.06757233,1.448102206
10.55,7.643,340.2,18.68,1008.584,1.04,24.6,320,8.64,4.54,112.6,9.36,1.969,0.529,1.115,0.424613927,0.727323862,2.130727575,10.61131472,3.059411708,1.403210604
